"","year","sex","education","vocabulary","year_group"
"19910736",1991,"Female",12,5,"[1974,1995]"
"20002395",2000,"Male",18,8,"(1995,2016]"
"19880801",1988,"Female",14,4,"[1974,1995]"
"20002738",2000,"Male",12,5,"(1995,2016]"
"20081991",2008,"Female",16,7,"(1995,2016]"
"20101754",2010,"Female",12,4,"(1995,2016]"
"20061328",2006,"Female",12,7,"(1995,2016]"
"19880170",1988,"Female",14,8,"[1974,1995]"
"19741240",1974,"Male",10,6,"[1974,1995]"
"20120143",2012,"Male",16,9,"(1995,2016]"
"19981682",1998,"Female",15,8,"(1995,2016]"
"19960350",1996,"Male",14,6,"(1995,2016]"
"20061283",2006,"Female",12,7,"(1995,2016]"
"19761655",1976,"Female",12,8,"[1974,1995]"
"20042578",2004,"Female",16,5,"(1995,2016]"
"20101433",2010,"Female",14,4,"(1995,2016]"
"19740225",1974,"Female",12,8,"[1974,1995]"
"20140035",2014,"Male",12,3,"(1995,2016]"
"19901058",1990,"Female",12,5,"[1974,1995]"
"20063301",2006,"Male",10,5,"(1995,2016]"
"20141863",2014,"Female",16,4,"(1995,2016]"
"19880700",1988,"Male",13,5,"[1974,1995]"
"20063121",2006,"Female",18,10,"(1995,2016]"
"19761435",1976,"Female",10,4,"[1974,1995]"
"19741285",1974,"Male",9,7,"[1974,1995]"
"19941475",1994,"Male",12,5,"[1974,1995]"
"19741419",1974,"Female",12,5,"[1974,1995]"
"19761430",1976,"Female",12,5,"[1974,1995]"
"20001874",2000,"Female",16,7,"(1995,2016]"
"19741027",1974,"Male",9,4,"[1974,1995]"
"19910790",1991,"Female",10,5,"[1974,1995]"
"20060622",2006,"Female",16,9,"(1995,2016]"
"20081522",2008,"Female",16,8,"(1995,2016]"
"19891459",1989,"Female",9,1,"[1974,1995]"
"19980201",1998,"Female",14,6,"(1995,2016]"
"19881239",1988,"Male",10,5,"[1974,1995]"
"19942267",1994,"Female",18,8,"[1974,1995]"
"19841457",1984,"Female",15,7,"[1974,1995]"
"19961138",1996,"Female",13,5,"(1995,2016]"
"20120700",2012,"Male",14,6,"(1995,2016]"
"19960840",1996,"Female",14,7,"(1995,2016]"
"19760182",1976,"Female",15,9,"[1974,1995]"
"19780053",1978,"Female",8,9,"[1974,1995]"
"19880453",1988,"Male",15,9,"[1974,1995]"
"20142461",2014,"Female",11,5,"(1995,2016]"
"20040568",2004,"Male",20,10,"(1995,2016]"
"19761118",1976,"Female",12,8,"[1974,1995]"
"19980097",1998,"Female",17,10,"(1995,2016]"
"19940484",1994,"Male",12,6,"[1974,1995]"
"19870256",1987,"Male",16,7,"[1974,1995]"
"19870990",1987,"Male",14,1,"[1974,1995]"
"19931244",1993,"Male",16,6,"[1974,1995]"
"20141295",2014,"Female",1,7,"(1995,2016]"
"19910429",1991,"Male",14,9,"[1974,1995]"
"20100074",2010,"Male",14,5,"(1995,2016]"
"20140847",2014,"Female",16,7,"(1995,2016]"
"19870784",1987,"Female",12,7,"[1974,1995]"
"19942649",1994,"Male",8,5,"[1974,1995]"
"19961502",1996,"Female",18,8,"(1995,2016]"
"19841340",1984,"Male",2,3,"[1974,1995]"
"20101501",2010,"Female",16,10,"(1995,2016]"
"20101673",2010,"Female",12,7,"(1995,2016]"
"20142292",2014,"Male",11,3,"(1995,2016]"
"19780037",1978,"Male",15,6,"[1974,1995]"
"19980380",1998,"Male",19,8,"(1995,2016]"
"20040030",2004,"Male",16,10,"(1995,2016]"
"19781428",1978,"Female",12,5,"[1974,1995]"
"20102024",2010,"Female",12,5,"(1995,2016]"
"19820328",1982,"Female",12,3,"[1974,1995]"
"20162053",2016,"Female",12,5,"(1995,2016]"
"20141854",2014,"Female",16,8,"(1995,2016]"
"19980892",1998,"Female",9,4,"(1995,2016]"
"19740561",1974,"Male",10,7,"[1974,1995]"
"20081322",2008,"Male",11,6,"(1995,2016]"
"20160228",2016,"Male",16,5,"(1995,2016]"
"20101051",2010,"Female",20,10,"(1995,2016]"
"19900559",1990,"Female",14,7,"[1974,1995]"
"20140003",2014,"Male",13,7,"(1995,2016]"
"19880262",1988,"Female",16,6,"[1974,1995]"
"20141613",2014,"Male",16,9,"(1995,2016]"
"19960651",1996,"Male",18,10,"(1995,2016]"
"19961389",1996,"Male",18,7,"(1995,2016]"
"20081098",2008,"Female",12,8,"(1995,2016]"
"19821404",1982,"Female",11,9,"[1974,1995]"
"19980357",1998,"Male",13,9,"(1995,2016]"
"19840378",1984,"Female",14,6,"[1974,1995]"
"19740738",1974,"Female",11,4,"[1974,1995]"
"20060198",2006,"Female",18,10,"(1995,2016]"
"19981572",1998,"Male",16,5,"(1995,2016]"
"19760223",1976,"Male",7,4,"[1974,1995]"
"20000902",2000,"Female",16,9,"(1995,2016]"
"20001966",2000,"Male",12,7,"(1995,2016]"
"20042302",2004,"Male",18,7,"(1995,2016]"
"19780698",1978,"Female",12,8,"[1974,1995]"
"19781498",1978,"Female",7,7,"[1974,1995]"
"19820758",1982,"Female",12,4,"[1974,1995]"
"19740259",1974,"Female",11,4,"[1974,1995]"
"19981274",1998,"Male",12,7,"(1995,2016]"
"19890982",1989,"Male",18,7,"[1974,1995]"
"19870498",1987,"Female",16,10,"[1974,1995]"
"19820611",1982,"Female",12,7,"[1974,1995]"
"19822062",1982,"Female",8,6,"[1974,1995]"
"19840291",1984,"Female",9,1,"[1974,1995]"
"19841244",1984,"Female",8,6,"[1974,1995]"
"19820541",1982,"Female",14,7,"[1974,1995]"
"20121310",2012,"Male",12,5,"(1995,2016]"
"20161194",2016,"Male",12,6,"(1995,2016]"
"19761297",1976,"Male",12,6,"[1974,1995]"
"19891206",1989,"Female",13,5,"[1974,1995]"
"19942726",1994,"Female",16,6,"[1974,1995]"
"20062930",2006,"Female",12,6,"(1995,2016]"
"19880034",1988,"Female",14,3,"[1974,1995]"
"20081711",2008,"Male",12,4,"(1995,2016]"
"20160150",2016,"Male",16,9,"(1995,2016]"
"19840029",1984,"Female",8,4,"[1974,1995]"
"19911013",1991,"Female",14,5,"[1974,1995]"
"19891242",1989,"Male",12,5,"[1974,1995]"
"20141264",2014,"Female",12,8,"(1995,2016]"
"19981723",1998,"Female",12,9,"(1995,2016]"
"20080103",2008,"Female",19,5,"(1995,2016]"
"20121166",2012,"Male",12,5,"(1995,2016]"
"19760243",1976,"Male",2,3,"[1974,1995]"
"19931300",1993,"Male",13,6,"[1974,1995]"
"20002284",2000,"Male",12,6,"(1995,2016]"
"19741310",1974,"Male",6,5,"[1974,1995]"
"20060131",2006,"Male",13,9,"(1995,2016]"
"19961900",1996,"Male",17,8,"(1995,2016]"
"19941191",1994,"Female",17,10,"[1974,1995]"
"19930171",1993,"Male",12,6,"[1974,1995]"
"19740745",1974,"Male",12,8,"[1974,1995]"
"20141084",2014,"Male",12,6,"(1995,2016]"
"20142208",2014,"Female",18,7,"(1995,2016]"
"19981261",1998,"Female",12,5,"(1995,2016]"
"19910458",1991,"Female",12,6,"[1974,1995]"
"19870154",1987,"Female",9,3,"[1974,1995]"
"19761160",1976,"Female",12,5,"[1974,1995]"
"19880488",1988,"Male",15,5,"[1974,1995]"
"20120025",2012,"Male",12,7,"(1995,2016]"
"19871378",1987,"Female",15,5,"[1974,1995]"
"19900775",1990,"Male",12,6,"[1974,1995]"
"19961096",1996,"Female",12,2,"(1995,2016]"
"19962134",1996,"Female",13,6,"(1995,2016]"
"19960921",1996,"Male",20,8,"(1995,2016]"
"19840166",1984,"Female",12,5,"[1974,1995]"
"20080768",2008,"Male",16,9,"(1995,2016]"
"19741076",1974,"Male",8,5,"[1974,1995]"
"19980699",1998,"Male",12,6,"(1995,2016]"
"19910825",1991,"Female",8,2,"[1974,1995]"
"19890251",1989,"Male",13,6,"[1974,1995]"
"20061659",2006,"Male",18,9,"(1995,2016]"
"19820630",1982,"Female",11,5,"[1974,1995]"
"19940387",1994,"Female",16,7,"[1974,1995]"
"20041745",2004,"Female",17,7,"(1995,2016]"
"19941206",1994,"Male",12,6,"[1974,1995]"
"19931159",1993,"Male",12,4,"[1974,1995]"
"19961703",1996,"Female",13,6,"(1995,2016]"
"19961018",1996,"Male",6,5,"(1995,2016]"
"20161150",2016,"Female",12,8,"(1995,2016]"
"20100827",2010,"Male",18,10,"(1995,2016]"
"19900501",1990,"Male",0,10,"[1974,1995]"
"20140970",2014,"Male",16,10,"(1995,2016]"
"19891307",1989,"Male",20,8,"[1974,1995]"
"19820530",1982,"Female",14,8,"[1974,1995]"
"19840569",1984,"Female",16,8,"[1974,1995]"
"20140519",2014,"Female",12,9,"(1995,2016]"
"19761245",1976,"Female",16,6,"[1974,1995]"
"20161396",2016,"Female",15,4,"(1995,2016]"
"19760728",1976,"Female",10,6,"[1974,1995]"
"19962449",1996,"Male",12,6,"(1995,2016]"
"19840094",1984,"Male",15,8,"[1974,1995]"
"19961692",1996,"Female",10,6,"(1995,2016]"
"19840485",1984,"Female",12,7,"[1974,1995]"
"19900247",1990,"Female",12,6,"[1974,1995]"
"19881295",1988,"Female",12,6,"[1974,1995]"
"20121063",2012,"Male",18,10,"(1995,2016]"
"19780326",1978,"Female",12,6,"[1974,1995]"
"19841270",1984,"Female",12,5,"[1974,1995]"
"19821024",1982,"Female",16,10,"[1974,1995]"
"20042200",2004,"Male",10,3,"(1995,2016]"
"20121675",2012,"Male",12,5,"(1995,2016]"
"19940445",1994,"Female",14,6,"[1974,1995]"
"19981856",1998,"Male",18,9,"(1995,2016]"
"19820692",1982,"Male",12,3,"[1974,1995]"
"19962351",1996,"Male",17,9,"(1995,2016]"
"20101737",2010,"Male",16,6,"(1995,2016]"
"19940213",1994,"Male",12,5,"[1974,1995]"
"19740534",1974,"Female",14,8,"[1974,1995]"
"20161290",2016,"Female",13,5,"(1995,2016]"
"19871138",1987,"Female",12,7,"[1974,1995]"
"19870451",1987,"Female",12,7,"[1974,1995]"
"19760331",1976,"Female",12,7,"[1974,1995]"
"19890150",1989,"Female",13,8,"[1974,1995]"
"19961188",1996,"Male",12,5,"(1995,2016]"
"19942258",1994,"Male",19,9,"[1974,1995]"
"19962392",1996,"Female",15,8,"(1995,2016]"
"19940018",1994,"Female",16,8,"[1974,1995]"
"19780907",1978,"Female",12,5,"[1974,1995]"
"20141110",2014,"Male",12,2,"(1995,2016]"
"20041978",2004,"Female",18,10,"(1995,2016]"
"20161267",2016,"Female",16,6,"(1995,2016]"
"19781472",1978,"Female",11,6,"[1974,1995]"
"19840419",1984,"Male",11,5,"[1974,1995]"
"20042139",2004,"Male",12,6,"(1995,2016]"
"19741482",1974,"Female",12,6,"[1974,1995]"
"19961931",1996,"Female",19,8,"(1995,2016]"
"19820013",1982,"Female",9,4,"[1974,1995]"
"20060506",2006,"Male",14,5,"(1995,2016]"
"20142424",2014,"Male",11,4,"(1995,2016]"
"19820635",1982,"Male",14,7,"[1974,1995]"
"19980188",1998,"Female",16,8,"(1995,2016]"
"19942371",1994,"Male",7,4,"[1974,1995]"
"20080580",2008,"Male",15,5,"(1995,2016]"
"19880050",1988,"Male",12,6,"[1974,1995]"
"19961402",1996,"Male",13,6,"(1995,2016]"
"19760612",1976,"Female",12,6,"[1974,1995]"
"19960888",1996,"Female",16,7,"(1995,2016]"
"20160460",2016,"Male",12,8,"(1995,2016]"
"19910808",1991,"Male",10,4,"[1974,1995]"
"20140958",2014,"Male",16,8,"(1995,2016]"
"20040189",2004,"Male",12,6,"(1995,2016]"
"19841361",1984,"Male",20,8,"[1974,1995]"
"20121320",2012,"Male",16,8,"(1995,2016]"
"19910196",1991,"Female",18,10,"[1974,1995]"
"20080479",2008,"Male",16,7,"(1995,2016]"
"20042645",2004,"Female",14,7,"(1995,2016]"
"19901157",1990,"Female",12,6,"[1974,1995]"
"19941301",1994,"Female",12,3,"[1974,1995]"
"19942551",1994,"Male",8,5,"[1974,1995]"
"20141471",2014,"Male",12,6,"(1995,2016]"
"19760689",1976,"Male",11,4,"[1974,1995]"
"20161616",2016,"Female",12,4,"(1995,2016]"
"20101041",2010,"Female",20,8,"(1995,2016]"
"20142155",2014,"Female",17,6,"(1995,2016]"
"20141077",2014,"Female",17,10,"(1995,2016]"
"19981252",1998,"Female",12,6,"(1995,2016]"
"19760440",1976,"Female",12,8,"[1974,1995]"
"19780807",1978,"Male",15,6,"[1974,1995]"
"19940290",1994,"Male",11,4,"[1974,1995]"
"20000040",2000,"Female",13,10,"(1995,2016]"
"19821092",1982,"Male",12,6,"[1974,1995]"
"19820736",1982,"Male",9,3,"[1974,1995]"
"19780424",1978,"Female",12,7,"[1974,1995]"
"19820121",1982,"Female",14,8,"[1974,1995]"
"20100398",2010,"Female",14,8,"(1995,2016]"
"20162745",2016,"Female",15,7,"(1995,2016]"
"20160997",2016,"Female",17,7,"(1995,2016]"
"20080859",2008,"Female",10,6,"(1995,2016]"
"20141639",2014,"Female",11,7,"(1995,2016]"
"19981108",1998,"Female",14,5,"(1995,2016]"
"20001754",2000,"Female",8,5,"(1995,2016]"
"20063024",2006,"Male",14,10,"(1995,2016]"
"19740999",1974,"Female",16,6,"[1974,1995]"
"20080607",2008,"Male",12,5,"(1995,2016]"
"20001500",2000,"Female",8,5,"(1995,2016]"
"19910657",1991,"Female",15,7,"[1974,1995]"
"19840926",1984,"Female",13,4,"[1974,1995]"
"19740237",1974,"Male",13,10,"[1974,1995]"
"19910183",1991,"Female",16,5,"[1974,1995]"
"20062559",2006,"Male",16,9,"(1995,2016]"
"19961950",1996,"Male",16,5,"(1995,2016]"
"20141888",2014,"Male",16,7,"(1995,2016]"
"20161265",2016,"Female",14,5,"(1995,2016]"
"19941661",1994,"Male",13,6,"[1974,1995]"
"20062497",2006,"Female",16,6,"(1995,2016]"
"19761364",1976,"Female",8,9,"[1974,1995]"
"19841280",1984,"Male",9,6,"[1974,1995]"
"19890169",1989,"Female",16,6,"[1974,1995]"
"19841076",1984,"Male",14,4,"[1974,1995]"
"19820654",1982,"Male",8,3,"[1974,1995]"
"19960942",1996,"Female",16,9,"(1995,2016]"
"20161275",2016,"Male",13,4,"(1995,2016]"
"20080080",2008,"Female",15,6,"(1995,2016]"
"20042338",2004,"Male",14,7,"(1995,2016]"
"19881219",1988,"Male",15,7,"[1974,1995]"
"20064368",2006,"Female",12,6,"(1995,2016]"
"20160713",2016,"Female",16,8,"(1995,2016]"
"19961819",1996,"Female",11,1,"(1995,2016]"
"19820093",1982,"Male",10,4,"[1974,1995]"
"20162530",2016,"Female",12,6,"(1995,2016]"
"19840386",1984,"Male",14,8,"[1974,1995]"
"20062943",2006,"Male",16,10,"(1995,2016]"
"19900049",1990,"Female",12,3,"[1974,1995]"
"20120600",2012,"Female",18,6,"(1995,2016]"
"19780608",1978,"Female",9,0,"[1974,1995]"
"20141979",2014,"Female",9,1,"(1995,2016]"
"20042583",2004,"Male",7,4,"(1995,2016]"
"19871455",1987,"Female",11,5,"[1974,1995]"
"19740576",1974,"Female",14,4,"[1974,1995]"
"20001136",2000,"Female",8,5,"(1995,2016]"
"19910957",1991,"Female",16,8,"[1974,1995]"
"20160895",2016,"Male",16,8,"(1995,2016]"
"19760702",1976,"Female",8,6,"[1974,1995]"
"19930101",1993,"Female",11,4,"[1974,1995]"
"20162112",2016,"Female",14,5,"(1995,2016]"
"20002221",2000,"Female",16,6,"(1995,2016]"
"19871264",1987,"Male",9,7,"[1974,1995]"
"19961444",1996,"Female",12,8,"(1995,2016]"
"20100873",2010,"Female",12,6,"(1995,2016]"
"19911304",1991,"Female",12,6,"[1974,1995]"
"19880740",1988,"Female",7,0,"[1974,1995]"
"19960650",1996,"Female",16,5,"(1995,2016]"
"19901283",1990,"Male",12,8,"[1974,1995]"
"20081170",2008,"Male",7,1,"(1995,2016]"
"19820011",1982,"Female",13,6,"[1974,1995]"
"19982519",1998,"Male",12,4,"(1995,2016]"
"19740030",1974,"Female",13,7,"[1974,1995]"
"19872313",1987,"Female",6,4,"[1974,1995]"
"20140296",2014,"Female",16,8,"(1995,2016]"
"19740364",1974,"Male",11,1,"[1974,1995]"
"19761099",1976,"Female",12,6,"[1974,1995]"
"19823226",1982,"Female",14,8,"[1974,1995]"
"20142246",2014,"Male",16,7,"(1995,2016]"
"20161572",2016,"Female",16,8,"(1995,2016]"
"19980600",1998,"Female",14,6,"(1995,2016]"
"19740173",1974,"Female",12,7,"[1974,1995]"
"19870680",1987,"Male",20,10,"[1974,1995]"
"20141872",2014,"Male",13,5,"(1995,2016]"
"20160706",2016,"Female",19,7,"(1995,2016]"
"19760525",1976,"Male",11,7,"[1974,1995]"
"20080056",2008,"Male",17,5,"(1995,2016]"
"19780635",1978,"Male",8,4,"[1974,1995]"
"19900982",1990,"Female",18,10,"[1974,1995]"
"20121253",2012,"Male",16,5,"(1995,2016]"
"19960054",1996,"Male",12,2,"(1995,2016]"
"19740414",1974,"Male",12,6,"[1974,1995]"
"20141040",2014,"Female",16,8,"(1995,2016]"
"20060840",2006,"Male",14,8,"(1995,2016]"
"19761124",1976,"Female",12,5,"[1974,1995]"
"19890521",1989,"Female",12,7,"[1974,1995]"
"19931269",1993,"Male",18,6,"[1974,1995]"
"20000707",2000,"Male",14,5,"(1995,2016]"
"20062322",2006,"Male",16,8,"(1995,2016]"
"20064492",2006,"Female",16,9,"(1995,2016]"
"19761086",1976,"Male",11,7,"[1974,1995]"
"20160891",2016,"Male",12,6,"(1995,2016]"
"19741071",1974,"Male",12,8,"[1974,1995]"
"19840791",1984,"Female",7,3,"[1974,1995]"
"20120566",2012,"Male",6,6,"(1995,2016]"
"20161498",2016,"Female",6,3,"(1995,2016]"
"19840398",1984,"Male",9,5,"[1974,1995]"
"20160785",2016,"Female",12,5,"(1995,2016]"
"19781421",1978,"Female",12,8,"[1974,1995]"
"19981831",1998,"Female",19,8,"(1995,2016]"
"19931482",1993,"Male",16,4,"[1974,1995]"
"20001712",2000,"Male",16,8,"(1995,2016]"
"19870793",1987,"Male",10,2,"[1974,1995]"
"20141497",2014,"Female",18,9,"(1995,2016]"
"20160989",2016,"Male",12,5,"(1995,2016]"
"19941704",1994,"Female",12,6,"[1974,1995]"
"19761060",1976,"Female",12,6,"[1974,1995]"
"20000826",2000,"Female",12,0,"(1995,2016]"
"19820848",1982,"Male",12,6,"[1974,1995]"
"19941883",1994,"Female",8,6,"[1974,1995]"
"20063666",2006,"Male",12,7,"(1995,2016]"
"19872047",1987,"Female",12,4,"[1974,1995]"
"20161003",2016,"Female",12,5,"(1995,2016]"
"20061029",2006,"Male",13,4,"(1995,2016]"
"19841423",1984,"Male",12,4,"[1974,1995]"
"20000828",2000,"Female",13,8,"(1995,2016]"
"20142061",2014,"Female",18,9,"(1995,2016]"
"19942890",1994,"Female",18,8,"[1974,1995]"
"20121334",2012,"Male",12,4,"(1995,2016]"
"19823014",1982,"Male",9,4,"[1974,1995]"
"19840471",1984,"Male",12,7,"[1974,1995]"
"19931400",1993,"Female",12,6,"[1974,1995]"
"19930367",1993,"Female",12,3,"[1974,1995]"
"20061937",2006,"Male",6,3,"(1995,2016]"
"19740018",1974,"Male",0,1,"[1974,1995]"
"20042204",2004,"Male",16,6,"(1995,2016]"
"20080980",2008,"Male",20,8,"(1995,2016]"
"19872087",1987,"Female",12,4,"[1974,1995]"
"20040016",2004,"Male",11,5,"(1995,2016]"
"19841126",1984,"Male",12,7,"[1974,1995]"
"19871382",1987,"Male",12,6,"[1974,1995]"
"20001836",2000,"Male",10,3,"(1995,2016]"
"20160045",2016,"Male",17,7,"(1995,2016]"
"20100035",2010,"Male",15,7,"(1995,2016]"
"19942079",1994,"Female",10,6,"[1974,1995]"
"19942712",1994,"Female",11,6,"[1974,1995]"
"20081692",2008,"Female",14,5,"(1995,2016]"
"19891006",1989,"Male",12,7,"[1974,1995]"
"20161217",2016,"Female",12,7,"(1995,2016]"
"19821060",1982,"Male",12,3,"[1974,1995]"
"20100203",2010,"Female",2,8,"(1995,2016]"
"19880692",1988,"Male",14,5,"[1974,1995]"
"20061148",2006,"Female",18,8,"(1995,2016]"
"19760543",1976,"Male",15,7,"[1974,1995]"
"19840801",1984,"Female",9,5,"[1974,1995]"
"19840859",1984,"Female",12,4,"[1974,1995]"
"19891451",1989,"Female",14,6,"[1974,1995]"
"20100812",2010,"Male",18,3,"(1995,2016]"
"20140935",2014,"Male",16,5,"(1995,2016]"
"20161853",2016,"Female",16,7,"(1995,2016]"
"19910848",1991,"Female",12,6,"[1974,1995]"
"19821139",1982,"Female",11,7,"[1974,1995]"
"19761188",1976,"Female",11,7,"[1974,1995]"
"20161060",2016,"Female",12,5,"(1995,2016]"
"19760579",1976,"Female",14,9,"[1974,1995]"
"19941752",1994,"Male",16,8,"[1974,1995]"
"19930852",1993,"Male",18,8,"[1974,1995]"
"19741401",1974,"Male",12,7,"[1974,1995]"
"19961769",1996,"Female",16,5,"(1995,2016]"
"20062580",2006,"Female",19,8,"(1995,2016]"
"19961962",1996,"Female",16,6,"(1995,2016]"
"19740808",1974,"Female",12,7,"[1974,1995]"
"19900298",1990,"Female",15,5,"[1974,1995]"
"19780133",1978,"Female",12,7,"[1974,1995]"
"19740699",1974,"Female",10,3,"[1974,1995]"
"20161011",2016,"Female",16,4,"(1995,2016]"
"19880161",1988,"Female",9,6,"[1974,1995]"
"19870915",1987,"Female",14,8,"[1974,1995]"
"20080526",2008,"Female",12,6,"(1995,2016]"
"19901132",1990,"Female",15,6,"[1974,1995]"
"20161140",2016,"Male",12,7,"(1995,2016]"
"19760040",1976,"Male",7,2,"[1974,1995]"
"20040965",2004,"Female",16,7,"(1995,2016]"
"19760668",1976,"Female",13,6,"[1974,1995]"
"19760577",1976,"Male",15,9,"[1974,1995]"
"19981039",1998,"Male",13,6,"(1995,2016]"
"19901082",1990,"Female",12,4,"[1974,1995]"
"19910497",1991,"Male",12,8,"[1974,1995]"
"20162633",2016,"Male",17,6,"(1995,2016]"
"19870391",1987,"Male",12,4,"[1974,1995]"
"20062796",2006,"Male",14,7,"(1995,2016]"
"19761448",1976,"Female",15,8,"[1974,1995]"
"19870378",1987,"Female",13,9,"[1974,1995]"
"19781010",1978,"Male",12,4,"[1974,1995]"
"19982627",1998,"Female",13,6,"(1995,2016]"
"20141389",2014,"Female",11,7,"(1995,2016]"
"19823147",1982,"Female",12,4,"[1974,1995]"
"19890762",1989,"Female",13,6,"[1974,1995]"
"19780484",1978,"Male",9,3,"[1974,1995]"
"20061582",2006,"Male",12,6,"(1995,2016]"
"19760433",1976,"Female",12,7,"[1974,1995]"
"20160896",2016,"Female",12,8,"(1995,2016]"
"19780648",1978,"Male",17,10,"[1974,1995]"
"20061236",2006,"Male",2,8,"(1995,2016]"
"19890286",1989,"Female",14,10,"[1974,1995]"
"19962682",1996,"Male",12,5,"(1995,2016]"
"20120628",2012,"Female",15,2,"(1995,2016]"
"19780100",1978,"Female",12,1,"[1974,1995]"
"20040110",2004,"Female",15,3,"(1995,2016]"
"19820071",1982,"Female",17,9,"[1974,1995]"
"19841393",1984,"Female",11,7,"[1974,1995]"
"20060866",2006,"Male",11,5,"(1995,2016]"
"19961738",1996,"Male",9,2,"(1995,2016]"
"19761571",1976,"Male",12,7,"[1974,1995]"
"19820132",1982,"Male",12,5,"[1974,1995]"
"20002025",2000,"Female",16,10,"(1995,2016]"
"19870141",1987,"Female",12,8,"[1974,1995]"
"19870976",1987,"Male",15,10,"[1974,1995]"
"19960329",1996,"Male",10,6,"(1995,2016]"
"19881019",1988,"Female",12,8,"[1974,1995]"
"20142097",2014,"Female",13,5,"(1995,2016]"
"19823241",1982,"Female",13,3,"[1974,1995]"
"19961561",1996,"Female",14,5,"(1995,2016]"
"19900867",1990,"Female",12,6,"[1974,1995]"
"19942252",1994,"Female",12,8,"[1974,1995]"
"20064149",2006,"Female",12,7,"(1995,2016]"
"19740308",1974,"Female",12,7,"[1974,1995]"
"20162857",2016,"Female",15,6,"(1995,2016]"
"20101061",2010,"Male",12,7,"(1995,2016]"
"19900817",1990,"Female",10,3,"[1974,1995]"
"20101641",2010,"Female",12,9,"(1995,2016]"
"20063959",2006,"Male",6,3,"(1995,2016]"
"19760033",1976,"Female",7,7,"[1974,1995]"
"20140107",2014,"Male",16,8,"(1995,2016]"
"19940403",1994,"Female",10,3,"[1974,1995]"
"19940322",1994,"Female",12,6,"[1974,1995]"
"19821405",1982,"Male",14,5,"[1974,1995]"
"20000807",2000,"Female",12,8,"(1995,2016]"
"19942563",1994,"Female",12,3,"[1974,1995]"
"19962368",1996,"Male",14,3,"(1995,2016]"
"19871315",1987,"Female",6,4,"[1974,1995]"
"19820297",1982,"Male",7,3,"[1974,1995]"
"20081639",2008,"Female",15,6,"(1995,2016]"
"19820676",1982,"Male",8,7,"[1974,1995]"
"19961333",1996,"Female",10,6,"(1995,2016]"
"20160983",2016,"Female",16,7,"(1995,2016]"
"19941976",1994,"Female",16,9,"[1974,1995]"
"20064200",2006,"Male",12,6,"(1995,2016]"
"19981804",1998,"Female",12,6,"(1995,2016]"
"20060583",2006,"Female",14,7,"(1995,2016]"
"19741002",1974,"Female",12,5,"[1974,1995]"
"19960118",1996,"Male",20,10,"(1995,2016]"
"19780529",1978,"Male",12,6,"[1974,1995]"
"20001088",2000,"Female",16,9,"(1995,2016]"
"20120436",2012,"Female",16,5,"(1995,2016]"
"19960192",1996,"Male",16,8,"(1995,2016]"
"19960864",1996,"Female",16,10,"(1995,2016]"
"19941192",1994,"Female",12,8,"[1974,1995]"
"19982224",1998,"Male",11,7,"(1995,2016]"
"19961414",1996,"Female",13,5,"(1995,2016]"
"19761108",1976,"Female",12,0,"[1974,1995]"
"19820053",1982,"Female",15,9,"[1974,1995]"
"20141545",2014,"Female",17,9,"(1995,2016]"
"20141834",2014,"Female",20,9,"(1995,2016]"
"19870903",1987,"Female",16,7,"[1974,1995]"
"20062137",2006,"Male",16,10,"(1995,2016]"
"20001106",2000,"Male",14,6,"(1995,2016]"
"19900455",1990,"Female",10,6,"[1974,1995]"
"19900291",1990,"Male",18,8,"[1974,1995]"
"20101313",2010,"Female",15,3,"(1995,2016]"
"20080374",2008,"Female",14,5,"(1995,2016]"
"19870011",1987,"Female",12,4,"[1974,1995]"
"19820797",1982,"Female",12,4,"[1974,1995]"
"20162023",2016,"Female",13,6,"(1995,2016]"
"20081111",2008,"Male",13,7,"(1995,2016]"
"19881052",1988,"Female",10,5,"[1974,1995]"
"20081332",2008,"Female",11,2,"(1995,2016]"
"19740292",1974,"Male",12,7,"[1974,1995]"
"19823218",1982,"Male",12,4,"[1974,1995]"
"20120387",2012,"Female",14,6,"(1995,2016]"
"19741412",1974,"Female",8,3,"[1974,1995]"
"20100633",2010,"Male",12,6,"(1995,2016]"
"19982047",1998,"Female",16,5,"(1995,2016]"
"20160423",2016,"Female",12,1,"(1995,2016]"
"19740273",1974,"Female",12,7,"[1974,1995]"
"20142435",2014,"Female",19,7,"(1995,2016]"
"20160201",2016,"Male",15,7,"(1995,2016]"
"19740965",1974,"Male",12,7,"[1974,1995]"
"20060810",2006,"Female",16,6,"(1995,2016]"
"19900155",1990,"Female",12,7,"[1974,1995]"
"20061718",2006,"Female",2,4,"(1995,2016]"
"19740966",1974,"Male",12,7,"[1974,1995]"
"19890445",1989,"Male",14,10,"[1974,1995]"
"19822091",1982,"Female",13,4,"[1974,1995]"
"20161161",2016,"Male",12,4,"(1995,2016]"
"19960366",1996,"Male",16,8,"(1995,2016]"
"19910898",1991,"Male",16,7,"[1974,1995]"
"20063363",2006,"Female",14,7,"(1995,2016]"
"20160688",2016,"Male",10,6,"(1995,2016]"
"19822039",1982,"Male",8,7,"[1974,1995]"
"19881126",1988,"Male",16,6,"[1974,1995]"
"19911329",1991,"Male",12,7,"[1974,1995]"
"19780033",1978,"Male",9,5,"[1974,1995]"
"19961914",1996,"Male",12,5,"(1995,2016]"
